AuthorId,Diet,Age
570202E,Vegetarian,24
570213A,Omnivore,55
57021D,Vegan,39
570224B,Vegetarian,57
5702256A,Vegan,21
57022A,Vegetarian,71
570232A,Vegetarian,28
570236A,Vegetarian,46
570245E,Vegetarian,50
57024D,Vegetarian,33
570256B,Vegetarian,37
570267C,Vegetarian,72
570287C,Vegetarian,31
570288D,Vegetarian,47
57028E,Vegetarian,69
570293E,Omnivore,32
570295B,Vegan,55
570333E,Omnivore,31
570334E,Vegetarian,54
57033A,Omnivore,72
570346D,Vegetarian,22
570355C,Vegetarian,31
57036D,Vegan,34
570403D,Omnivore,69
57041D,Omnivore,62
57042C,Vegetarian,34
570430B,Vegan,57
570432B,Vegetarian,55
570435B,Omnivore,75
570441C,Vegan,25
570444A,Vegan,68
57045B,Vegan,52
570473A,Vegetarian,57
570484E,Vegetarian,74
570486E,Vegetarian,29
570494D,Vegetarian,53
570498A,Omnivore,39
5704A,Vegetarian,51
570500C,Vegetarian,42
570502E,Vegetarian,18
570536B,Vegan,20
570539C,Vegetarian,49
570541D,Vegetarian,69
570545E,Vegetarian,40
570551D,Vegetarian,64
570557E,Vegetarian,64
570559C,Vegetarian,66
570562A,Omnivore,18
570565C,Vegetarian,53
570566E,Vegan,36
57057B,Omnivore,45
570587B,Vegan,19
57058C,Omnivore,20
570591D,Vegetarian,55
570592E,Vegetarian,72
570604C,Omnivore,61
570607A,Vegan,54
57060C,Vegetarian,22
570625D,Vegetarian,18
57062C,Vegetarian,52
570634D,Vegetarian,25
57065C,Vegetarian,67
570662A,Vegetarian,65
570665C,Vegetarian,54
570678A,Vegetarian,79
570680D,Vegetarian,48
570685B,Omnivore,64
570689B,Vegan,74
570693D,Omnivore,28
570712C,Vegetarian,30
570727C,Vegan,36
570769D,Vegetarian,20
57077D,Vegetarian,21
570793E,Omnivore,75
570795A,Vegetarian,58
570804B,Vegetarian,71
570817C,Omnivore,24
57081E,Vegetarian,25
570834A,Omnivore,67
570846D,Vegetarian,76
570847B,Vegan,78
570851B,Omnivore,27
570855C,Vegetarian,79
57085D,Vegetarian,49
570861A,Vegetarian,78
57086A,Vegetarian,65
57088D,Vegetarian,19
57089E,Vegetarian,74
570915E,Vegan,32
570932A,Vegetarian,37
57093D,Vegetarian,60
570945E,Omnivore,62
570951D,Vegetarian,74
570980D,Vegetarian,47
570981C,Vegan,47
571005E,Vegetarian,39
571008C,Vegetarian,53
57101E,Omnivore,54
571024A,Omnivore,59
571031C,Vegetarian,22
571038E,Vegetarian,78
571044E,Vegetarian,32
57106D,Vegetarian,63
571076A,Vegetarian,20
571081C,Vegetarian,78
571083D,Vegan,62
571089C,Vegan,29
571093C,Omnivore,73
571096E,Vegetarian,75
571101B,Vegetarian,27
571107B,Vegan,79
571112D,Vegetarian,57
571119A,Vegan,70
571134B,Vegan,46
571140A,Vegan,54
571147A,Vegetarian,54
571171D,Vegetarian,52
571181D,Vegetarian,60
571185D,Vegetarian,42
571199E,Vegan,30
571209C,Vegan,30
571218A,Vegetarian,24
571233C,Vegetarian,38
571244E,Vegetarian,28
571256A,Vegetarian,69
571258E,Vegetarian,42
571267E,Omnivore,22
571276B,Omnivore,41
571288D,Vegetarian,59
571307E,Vegan,39
571308B,Omnivore,56
571311C,Omnivore,67
571313B,Vegetarian,74
571315A,Vegan,36
571318B,Vegan,47
571327E,Omnivore,59
571346D,Vegetarian,19
571354E,Vegetarian,21
571374E,Omnivore,66
571392D,Vegan,54
571396A,Vegetarian,74
571402C,Vegan,19
571404E,Vegan,44
571411D,Vegetarian,52
571413A,Vegetarian,48
571428C,Vegetarian,27
57142D,Omnivore,39
571431D,Vegan,78
571433D,Omnivore,25
571438C,Vegan,74
571457C,Omnivore,63
571469E,Vegetarian,45
571475C,Vegetarian,76
571484A,Vegetarian,25
57148E,Vegetarian,29
57149A,Omnivore,37
5714E,Vegetarian,69
57150E,Omnivore,23
57151E,Omnivore,62
571532A,Vegetarian,41
571534D,Vegetarian,68
571549C,Omnivore,74
571564D,Vegan,43
5715671B,Vegetarian,23
571575D,Omnivore,73
57157E,Omnivore,58
571589C,Omnivore,61
571595A,Vegetarian,45
571596B,Vegetarian,32
571616D,Omnivore,57
571628D,Vegetarian,67
57162B,Vegetarian,69
571650D,Vegan,49
571651B,Omnivore,40
571654B,Omnivore,24
57166C,Vegetarian,44
57167D,Vegetarian,50
571699A,Vegetarian,26
571706E,Vegan,27
571707B,Vegetarian,39
57170C,Omnivore,74
571719C,Vegan,58
571722B,Vegetarian,29
571734E,Omnivore,67
571739B,Vegan,20
571743D,Omnivore,29
571761B,Vegetarian,34
571779E,Omnivore,62
571785B,Omnivore,71
57178A,Vegetarian,58
571796D,Vegan,42
571798B,Omnivore,43
571807A,Omnivore,67
571808B,Vegetarian,73
571819C,Vegetarian,37
571827C,Vegetarian,54
571829B,Vegetarian,36
571849B,Vegetarian,65
57184C,Vegetarian,31
571857D,Vegan,46
571878C,Omnivore,44
571885D,Omnivore,19
571907D,Vegetarian,53
57192D,Vegetarian,48
571930D,Vegan,18
571963D,Vegan,37
571972C,Vegan,69
571981D,Omnivore,38
571987C,Omnivore,66
57198C,Omnivore,62
571995E,Vegetarian,72
572007C,Omnivore,41
572015A,Vegetarian,34
572038E,Vegan,40
572039D,Omnivore,77
572052E,Omnivore,31
572055B,Vegetarian,79
572056B,Vegetarian,55
572063C,Vegetarian,56
57206E,Vegetarian,79
5720838E,Omnivore,25
572100E,Omnivore,45
572102B,Vegetarian,23
572103E,Vegetarian,69
572108A,Vegetarian,69
57210B,Vegetarian,64
572111D,Vegetarian,77
572114E,Vegan,56
572115A,Omnivore,71
572119D,Vegetarian,74
57211D,Vegan,42
57212D,Omnivore,23
572148D,Vegetarian,57
572152D,Vegetarian,45
572163B,Vegetarian,36
572166C,Vegan,33
572179A,Vegetarian,26
57218D,Vegetarian,46
572191B,Vegetarian,40
57219D,Omnivore,49
572224E,Vegetarian,36
572229E,Vegetarian,33
57222B,Vegetarian,34
572276D,Omnivore,28
57227A,Vegetarian,41
572288A,Vegetarian,27
572309D,Omnivore,33
57232A,Vegan,38
572337E,Vegetarian,60
572341B,Vegetarian,31
572353E,Omnivore,18
57235B,Omnivore,35
572365A,Omnivore,63
572374A,Vegetarian,76
572376C,Vegetarian,76
572377B,Omnivore,43
572392E,Vegetarian,44
572426C,Vegetarian,68
57242C,Vegetarian,69
572435B,Vegetarian,64
572462C,Vegetarian,63
572474D,Vegan,31
572488E,Vegetarian,71
572493A,Vegetarian,44
572494C,Vegan,72
57249B,Omnivore,23
5724C,Omnivore,64
572500A,Vegetarian,50
572518E,Omnivore,28
572519A,Omnivore,67
572535E,Omnivore,64
572537A,Vegan,44
572541E,Vegan,48
57254A,Vegetarian,20
572563A,Vegetarian,68
57256A,Vegetarian,61
572571A,Vegetarian,33
57258D,Omnivore,62
57259E,Vegetarian,24
572600C,Vegetarian,67
572638C,Vegetarian,57
572641A,Vegetarian,67
57264A,Omnivore,47
572659D,Omnivore,20
57265A,Omnivore,25
572667A,Omnivore,67
572672B,Omnivore,41
572681E,Vegetarian,30
572691C,Vegan,33
572695A,Omnivore,61
57270C,Vegetarian,61
572723E,Omnivore,58
572757B,Vegetarian,70
572758C,Omnivore,56
57275B,Vegan,55
572805A,Omnivore,52
572812D,Omnivore,50
572816E,Vegetarian,20
572822D,Vegetarian,55
572838E,Vegetarian,45
572840E,Vegetarian,51
572871E,Vegetarian,26
572881B,Omnivore,64
57288E,Vegan,71
57290E,Omnivore,49
572912B,Vegetarian,64
572926D,Vegetarian,38
572966A,Vegan,46
572971C,Vegetarian,78
572978C,Vegetarian,28
57298C,Vegan,75
572993A,Vegetarian,22
572998A,Vegetarian,21
57299C,Vegetarian,58
57301A,Vegan,75
573021B,Vegetarian,30
573028A,Vegetarian,45
573035D,Omnivore,60
573036E,Vegan,38
573038A,Vegetarian,73
573040A,Omnivore,51
573062B,Vegetarian,55
573064B,Omnivore,71
573081D,Omnivore,27
573083E,Vegan,57
573090A,Omnivore,52
573117B,Vegetarian,34
573120B,Omnivore,19
573173D,Omnivore,75
57317D,Vegetarian,79
573197E,Vegetarian,76
57321A,Vegetarian,65
573224E,Omnivore,66
573230C,Vegetarian,47
57324C,Omnivore,44
573250E,Vegetarian,29
5732540D,Omnivore,22
573267A,Vegan,59
573288B,Vegan,44
573291A,Vegetarian,72
573317A,Omnivore,26
573325A,Vegetarian,44
573361E,Omnivore,18
57338D,Vegetarian,45
573392D,Vegetarian,30
573398C,Vegetarian,59
573405C,Vegetarian,27
57340A,Vegetarian,52
573413B,Vegetarian,33
573418A,Omnivore,79
573428D,Vegan,49
57344C,Vegan,60
573482E,Vegetarian,53
573485A,Vegetarian,38
573490A,Vegetarian,30
573503A,Omnivore,51
573513E,Vegan,43
573541C,Vegan,18
573542E,Vegetarian,21
573544E,Vegetarian,41
573546B,Vegetarian,61
573547D,Vegetarian,23
57355D,Vegetarian,24
573577E,Omnivore,59
573604A,Vegetarian,43
573615E,Vegetarian,36
573616C,Omnivore,56
573618A,Vegetarian,43
573627C,Vegetarian,36
573639A,Vegetarian,55
57363C,Vegan,21
573644D,Omnivore,50
57364D,Omnivore,19
573656B,Omnivore,74
573675C,Vegetarian,25
573687A,Vegetarian,76
57370C,Omnivore,50
573716E,Vegetarian,44
573725D,Vegan,28
573749D,Omnivore,32
57374A,Omnivore,49
573752D,Vegetarian,54
573761E,Vegan,19
573764E,Vegetarian,22
57376E,Vegetarian,62
573771E,Vegetarian,56
573772E,Vegetarian,70
573782E,Vegetarian,43
573793B,Omnivore,53
573822A,Vegetarian,57
573827C,Vegan,30
573850E,Vegetarian,44
57386A,Omnivore,74
573902D,Omnivore,62
573905E,Vegetarian,72
573912C,Vegetarian,72
573913B,Vegetarian,68
57392E,Vegetarian,53
573930B,Vegan,42
573944B,Vegetarian,52
573952D,Vegetarian,25
573968C,Vegan,44
573970C,Vegetarian,45
573974E,Vegetarian,37
57397A,Vegan,61
573983A,Omnivore,76
573988A,Vegetarian,18
5739D,Vegetarian,21
574002D,Vegetarian,20
574008C,Vegetarian,24
574009E,Omnivore,79
57400A,Omnivore,48
574010C,Vegetarian,66
574011B,Vegetarian,63
574020C,Vegetarian,24
574027C,Omnivore,55
574029C,Vegetarian,36
574031E,Vegan,62
574040C,Vegetarian,36
57404C,Vegetarian,40
574055D,Omnivore,50
574062A,Vegetarian,67
574081B,Vegan,34
574083C,Omnivore,67
57409E,Vegan,21
57411E,Vegetarian,24
574126C,Vegetarian,28
57412D,Vegan,26
574139E,Omnivore,75
574155E,Vegetarian,55
574186C,Vegetarian,54
574195A,Omnivore,32
57420B,Omnivore,27
574213C,Vegetarian,32
574224E,Vegetarian,46
574226C,Vegan,73
574235D,Vegetarian,19
57423A,Vegetarian,50
574240A,Vegetarian,73
574244A,Omnivore,22
574255E,Omnivore,32
574258B,Vegan,21
574268E,Vegetarian,52
57429D,Vegetarian,45
574306A,Vegetarian,58
574322C,Omnivore,22
574331B,Vegetarian,31
574348E,Vegetarian,68
574351D,Vegetarian,41
57436C,Vegetarian,74
574374E,Vegan,39
574377A,Vegan,26
57437E,Vegetarian,24
574388E,Omnivore,25
574394C,Vegan,72
5743C,Vegetarian,49
574414C,Omnivore,33
57441A,Vegetarian,42
574445C,Omnivore,74
574470A,Vegan,44
574479B,Vegetarian,72
574480B,Vegan,18
574486D,Vegetarian,44
574487C,Omnivore,41
574488C,Vegetarian,78
574493A,Vegetarian,50
574505B,Omnivore,57
574510C,Vegetarian,60
574513B,Vegetarian,19
574521A,Vegetarian,67
5745349B,Vegetarian,78
57453D,Vegetarian,58
57455E,Omnivore,75
574560D,Vegetarian,49
574586A,Vegan,26
574587E,Vegan,29
574597A,Vegan,28
574599A,Omnivore,79
5745A,Omnivore,48
574601B,Omnivore,79
574603A,Vegetarian,48
574608E,Omnivore,41
574611A,Vegetarian,32
574614B,Vegan,40
574619D,Vegetarian,53
574635A,Vegan,37
574652E,Vegan,60
574657E,Vegetarian,34
574658A,Vegan,70
57465A,Vegetarian,78
574666C,Vegetarian,60
574669D,Vegetarian,61
574684C,Omnivore,50
574688B,Omnivore,76
574695A,Omnivore,35
574715C,Vegetarian,51
574716C,Vegetarian,40
574733B,Omnivore,74
574734D,Omnivore,63
574739D,Vegan,36
574745A,Vegetarian,38
57475E,Omnivore,71
574770E,Omnivore,25
574793D,Omnivore,68
57479C,Vegetarian,28
574812B,Vegetarian,72
574816E,Omnivore,23
574833C,Omnivore,18
574845B,Omnivore,76
574849B,Omnivore,42
57484C,Vegan,63
574887E,Omnivore,33
574898A,Omnivore,68
5748D,Vegan,22
574915B,Vegetarian,18
57491C,Omnivore,27
574927B,Vegetarian,67
574932C,Omnivore,48
574936B,Vegan,73
574942B,Omnivore,39
574946C,Vegan,66
574967A,Vegetarian,55
574975D,Vegetarian,68
574984A,Vegetarian,61
574995D,Vegetarian,60
57499B,Vegetarian,20
575002E,Vegan,59
57500C,Vegetarian,45
575018C,Vegan,64
575028A,Omnivore,36
57502D,Vegetarian,65
575030A,Vegan,60
575031B,Omnivore,57
575036A,Omnivore,54
575045B,Vegetarian,33
575059A,Vegetarian,29
57505A,Vegetarian,39
575064D,Vegetarian,78
575068E,Omnivore,32
575070C,Vegetarian,62
575078E,Vegan,79
57507A,Vegan,20
575080E,Vegetarian,36
575095E,Vegan,42
57509E,Vegan,28
57512B,Vegan,24
575131E,Vegetarian,30
575137E,Vegan,62
575168A,Omnivore,30
575178D,Vegetarian,62
575182A,Vegan,77
575184B,Vegan,33
5751B,Vegetarian,30
57522D,Vegetarian,79
575239A,Vegan,52
575240D,Omnivore,42
57524B,Omnivore,47
575250D,Vegetarian,52
575266D,Omnivore,49
575275B,Vegetarian,78
57527A,Vegetarian,55
575328E,Vegan,49
575337B,Vegetarian,25
575352E,Vegetarian,42
575359B,Vegetarian,60
575388C,Omnivore,18
57539B,Vegetarian,44
575413C,Vegan,74
575425E,Vegan,48
57544A,Vegetarian,42
575472B,Vegetarian,79
575485E,Vegetarian,54
575500B,Vegetarian,31
575507E,Omnivore,58
575536A,Vegetarian,62
575549E,Omnivore,62
575551B,Vegetarian,62
575580D,Vegetarian,57
575586E,Vegetarian,23
575590E,Omnivore,29
575603E,Vegan,42
57561B,Omnivore,63
57562A,Vegetarian,69
575640A,Vegetarian,50
57564E,Vegetarian,41
575653A,Omnivore,63
575662A,Vegetarian,48
575667E,Vegan,51
575676E,Omnivore,44
57567E,Vegetarian,71
575683C,Vegetarian,69
575693D,Vegetarian,57
5756A,Vegetarian,55
575722E,Vegetarian,35
575750B,Vegetarian,79
575753B,Omnivore,47
575771B,Vegan,23
575772E,Omnivore,79
575773B,Vegetarian,21
575776A,Vegetarian,29
575794B,Vegetarian,70
575799A,Vegetarian,35
57579C,Vegetarian,41
575805C,Omnivore,68
575817B,Vegetarian,18
575823E,Vegetarian,68
575829B,Vegan,52
575831E,Omnivore,64
575846E,Omnivore,77
575852D,Vegetarian,38
57586D,Vegetarian,24
575870D,Vegetarian,71
575876A,Omnivore,22
575877C,Vegetarian,43
575889E,Vegetarian,77
575895C,Vegetarian,47
57589C,Vegetarian,58
575922E,Omnivore,26
57592A,Vegetarian,45
575933D,Vegetarian,62
575940E,Vegan,71
575946C,Vegetarian,22
575951A,Omnivore,53
575965D,Vegetarian,24
575969A,Omnivore,22
575973A,Vegetarian,61
575979B,Vegetarian,59
575986E,Omnivore,60
575987A,Vegan,60
575997B,Vegan,56
5759D,Omnivore,56
576002C,Vegan,37
57601E,Omnivore,56
576025C,Omnivore,30
57603A,Omnivore,26
576048D,Omnivore,38
57604E,Vegetarian,18
576070C,Vegetarian,36
576075B,Vegan,23
576102A,Vegan,44
57610C,Omnivore,67
57612A,Vegetarian,72
576139D,Vegetarian,43
57613C,Vegetarian,36
576157B,Omnivore,63
576160E,Vegetarian,64
576166E,Vegetarian,26
576175E,Omnivore,77
576176D,Omnivore,69
57621D,Vegetarian,42
57622D,Vegan,55
57623E,Vegan,29
576273C,Omnivore,69
576293B,Vegetarian,71
576309B,Vegetarian,55
576314D,Vegan,22
576316A,Vegetarian,30
576347C,Omnivore,58
576348E,Vegetarian,75
576356C,Vegetarian,42
576367D,Vegetarian,48
576369E,Omnivore,75
57636D,Vegetarian,38
576373B,Vegan,65
576375A,Omnivore,49
576383B,Vegetarian,59
57638E,Omnivore,72
576391D,Omnivore,31
576400B,Vegetarian,74
576409B,Omnivore,70
576411D,Vegan,48
57641B,Vegetarian,46
576428A,Vegetarian,61
576434E,Omnivore,56
576443B,Vegetarian,35
576448C,Vegan,43
576465E,Vegan,51
576475A,Vegetarian,79
576479D,Omnivore,62
576486A,Omnivore,78
57649D,Vegan,53
576505E,Vegetarian,18
576510D,Vegetarian,71
576516E,Vegetarian,59
57652E,Vegetarian,57
576540B,Vegan,40
576544E,Omnivore,78
576565E,Vegetarian,53
576582B,Omnivore,56
576585A,Vegan,43
57660D,Omnivore,40
576615C,Vegetarian,47
576616A,Omnivore,40
576617C,Vegetarian,21
576618B,Omnivore,31
576629C,Vegetarian,22
576644A,Vegetarian,58
576646C,Vegan,77
57664A,Vegetarian,73
576667E,Vegetarian,42
576675B,Vegan,23
576676B,Vegan,71
576681E,Vegan,41
576695C,Vegan,40
576697C,Vegetarian,61
5766A,Vegetarian,51
576733A,Vegetarian,64
576742A,Vegetarian,55
57675A,Omnivore,36
576767C,Vegetarian,47
576774C,Vegetarian,29
57677C,Vegetarian,54
576787B,Vegetarian,57
576790C,Omnivore,27
576802E,Omnivore,28
57680E,Omnivore,23
576839A,Omnivore,23
576844D,Vegan,38
576855A,Vegetarian,74
57685D,Vegetarian,56
576867D,Vegetarian,70
576875A,Vegetarian,79
576887A,Vegetarian,25
576910D,Vegetarian,27
576916A,Vegetarian,60
576918E,Vegetarian,69
576952E,Vegan,34
57695D,Vegan,35
57696E,Vegetarian,63
57697C,Vegetarian,41
576999A,Vegan,37
577013E,Vegan,27
577025D,Vegetarian,61
577033E,Omnivore,59
577036E,Omnivore,53
577051C,Vegetarian,75
57705C,Vegan,48
577065C,Vegan,30
577071B,Vegan,31
577088D,Vegan,68
577094E,Vegetarian,47
57709C,Vegetarian,49
577107D,Omnivore,74
577128C,Omnivore,28
577141D,Vegetarian,40
577142B,Vegetarian,51
577146D,Vegan,70
57714C,Vegan,64
577152B,Vegan,44
577177E,Vegetarian,22
577202E,Vegetarian,57
577205A,Omnivore,27
577210E,Vegetarian,27
57721C,Vegetarian,57
577231E,Vegetarian,29
577249C,Omnivore,71
577259C,Omnivore,48
577290C,Vegan,54
577298E,Vegan,78
577315B,Vegan,55
577316C,Vegetarian,22
577323D,Vegetarian,62
577326C,Vegetarian,62
577331B,Vegetarian,61
577342B,Omnivore,38
57734D,Vegan,20
577360E,Vegetarian,23
577368C,Vegetarian,44
577379E,Omnivore,57
57737A,Vegetarian,54
577388B,Vegetarian,46
577394D,Vegan,64
577406E,Vegan,20
57742C,Vegetarian,48
577435A,Vegan,70
577438B,Vegan,77
57743C,Omnivore,70
577448D,Vegetarian,18
577459E,Vegetarian,24
577467E,Vegetarian,44
577497E,Vegetarian,65
577508B,Vegan,56
57750D,Omnivore,31
577513D,Vegetarian,18
57752B,Vegan,66
57753A,Vegetarian,24
57754C,Vegetarian,55
577552B,Omnivore,31
577584C,Vegetarian,79
577585A,Vegetarian,26
577586A,Vegetarian,41
577588B,Omnivore,40
57758B,Vegetarian,69
577598C,Omnivore,44
577599C,Vegetarian,70
577605A,Vegan,64
577606B,Vegetarian,37
577614A,Vegetarian,23
577632E,Vegetarian,48
577633D,Omnivore,55
577634A,Omnivore,35
577640E,Vegan,73
577657A,Vegetarian,21
57765B,Omnivore,32
577664D,Vegetarian,25
577667B,Vegetarian,61
57766C,Vegetarian,77
577671D,Vegetarian,73
577673A,Vegan,51
577675D,Omnivore,30
57769C,Vegan,78
577713D,Vegan,34
577723E,Vegan,22
577730A,Omnivore,47
577735A,Vegetarian,77
577753D,Omnivore,51
577766E,Vegetarian,39
577767D,Omnivore,68
577772C,Omnivore,67
577822E,Omnivore,29
577823C,Omnivore,40
577826E,Vegetarian,74
577842B,Vegetarian,55
57784C,Omnivore,19
577870A,Vegetarian,53
57787C,Vegetarian,58
57788A,Vegetarian,37
577890A,Vegetarian,50
577905D,Vegetarian,51
577908C,Vegetarian,44
577909B,Omnivore,59
577922E,Vegetarian,42
577925C,Omnivore,52
577934A,Vegan,43
577957B,Vegan,43
577965D,Vegetarian,44
577970B,Omnivore,18
577977E,Omnivore,65
578005C,Vegan,29
578015C,Vegetarian,60
578019B,Vegan,62
578027E,Vegetarian,44
578034E,Omnivore,25
578038B,Vegetarian,51
57803E,Vegetarian,68
578043E,Omnivore,76
578046D,Vegetarian,75
578055B,Vegan,55
578080C,Omnivore,36
578085D,Vegetarian,70
578087D,Vegetarian,71
57808E,Vegetarian,72
578108A,Vegetarian,30
578120A,Vegetarian,41
578124E,Omnivore,48
578134C,Vegan,49
578137E,Vegetarian,42
578149E,Vegan,77
578158A,Vegan,55
578163B,Omnivore,34
578165D,Vegetarian,36
578169D,Omnivore,75
578177E,Vegetarian,26
578192A,Omnivore,57
578193E,Omnivore,36
578195A,Vegetarian,21
57819C,Vegetarian,41
578205D,Omnivore,19
578213D,Vegetarian,52
57822E,Vegetarian,37
578233B,Omnivore,24
578234E,Omnivore,43
57823A,Omnivore,61
578289D,Vegan,21
57828E,Omnivore,49
578295C,Vegetarian,53
57831A,Omnivore,50
578320E,Omnivore,37
578328C,Vegetarian,43
57832B,Vegetarian,78
578332D,Vegetarian,31
578340E,Vegan,21
578351C,Vegetarian,37
578353D,Vegetarian,64
578358B,Omnivore,74
578360E,Omnivore,36
578362C,Vegetarian,73
578371E,Vegetarian,57
578375E,Omnivore,73
578380D,Vegetarian,76
578392A,Vegetarian,24
578427D,Omnivore,26
578429E,Vegetarian,68
578433D,Vegetarian,63
578443A,Vegetarian,32
578454E,Omnivore,29
57845A,Vegetarian,28
578464E,Omnivore,23
578468B,Vegetarian,66
57846E,Vegan,56
578470A,Omnivore,44
578478E,Omnivore,36
578484A,Vegetarian,58
578501C,Vegan,67
57850C,Vegetarian,47
578514E,Vegetarian,22
578518D,Vegan,46
578524B,Vegetarian,68
578528D,Vegan,23
578534A,Vegetarian,61
57853E,Vegetarian,66
578543B,Vegan,27
578555D,Vegan,21
578574A,Omnivore,59
578580C,Vegetarian,22
578582D,Vegetarian,42
578584C,Vegetarian,52
5785D,Vegetarian,72
578600E,Vegetarian,43
578614C,Vegetarian,20
57861B,Omnivore,66
578634D,Vegan,30
578636C,Vegan,39
57864E,Omnivore,39
578659C,Vegetarian,63
578699E,Vegan,28
57870B,Vegetarian,76
578710A,Vegetarian,57
578716D,Vegetarian,54
578717B,Omnivore,41
578721D,Vegetarian,48
578731C,Vegetarian,52
578749A,Vegan,51
57876A,Omnivore,31
578775A,Vegetarian,37
578808C,Vegetarian,74
57880B,Vegetarian,19
578836C,Vegetarian,60
57883A,Vegetarian,56
578846A,Vegan,24
57884D,Vegetarian,51
578857C,Vegetarian,54
578884D,Omnivore,77
578890E,Omnivore,61
578893A,Vegetarian,25
5788A,Vegetarian,60
578914B,Omnivore,51
578915B,Vegetarian,45
578917A,Vegetarian,37
578944D,Vegan,55
578962E,Omnivore,35
578971D,Vegetarian,42
578972C,Omnivore,30
57898B,Omnivore,39
578996A,Vegetarian,63
579005D,Vegan,60
579016C,Vegetarian,19
579024A,Vegetarian,53
579041D,Vegetarian,36
579050A,Vegan,63
5790E,Vegetarian,52
57912A,Vegetarian,64
579144A,Vegetarian,48
57914A,Vegan,32
579154C,Omnivore,41
579157A,Vegetarian,20
57915C,Vegan,30
579168B,Omnivore,28
57916C,Vegetarian,66
579186B,Vegetarian,32
57921A,Vegan,48
579228D,Vegetarian,68
57923A,Vegetarian,46
579241D,Vegan,72
579242E,Omnivore,31
579248C,Vegetarian,77
579258E,Omnivore,73
579262D,Vegetarian,35
579266D,Vegetarian,78
57926C,Omnivore,40
579276C,Vegan,76
579298E,Vegan,29
57929C,Vegetarian,67
579311B,Omnivore,18
57931B,Omnivore,33
579335A,Vegetarian,43
579360E,Vegan,62
579370C,Vegetarian,29
579386C,Omnivore,63
57939C,Vegan,38
5793C,Vegetarian,52
579403A,Vegetarian,72
579409C,Vegetarian,21
579415D,Vegetarian,32
579444D,Vegan,49
579451A,Omnivore,20
579454A,Omnivore,32
579461A,Vegetarian,45
579496B,Vegetarian,20
579506B,Vegetarian,37
579520C,Vegetarian,18
579526B,Vegetarian,38
579544B,Omnivore,52
57954C,Vegetarian,27
579557D,Vegan,39
579561E,Vegetarian,24
579562A,Omnivore,28
579575B,Omnivore,34
57957A,Vegan,50
579581C,Vegetarian,72
579590A,Vegetarian,25
579601E,Vegan,72
579609A,Vegetarian,63
579619D,Vegetarian,64
57961E,Vegetarian,50
579624D,Vegetarian,43
579630E,Vegetarian,48
579637D,Vegetarian,41
5796499A,Omnivore,48
57965E,Vegetarian,42
579668E,Vegetarian,48
579690E,Vegetarian,48
579706A,Vegetarian,54
579720C,Vegetarian,40
579738D,Vegetarian,25
579745A,Omnivore,67
579760B,Vegetarian,34
579765A,Vegan,33
579794E,Vegetarian,73
579795E,Omnivore,20
579814A,Vegan,36
579826E,Vegan,26
579857D,Omnivore,32
579860E,Omnivore,50
579889C,Vegetarian,29
579898E,Omnivore,73
579905D,Vegetarian,62
579911C,Vegetarian,36
57993B,Vegetarian,23
579942B,Vegan,36
579972E,Vegetarian,49
579976E,Vegetarian,51
579983C,Omnivore,37
580003D,Omnivore,71
580011E,Vegetarian,25
580030D,Vegetarian,66
580032E,Omnivore,73
580055C,Omnivore,43
580089B,Vegetarian,21
580091D,Omnivore,44
580102B,Omnivore,48
5801108E,Vegetarian,33
580110D,Vegetarian,42
580112B,Omnivore,38
580129B,Vegan,59
580134A,Vegetarian,49
580139C,Vegan,29
580152D,Vegetarian,35
580178A,Vegetarian,44
580188B,Omnivore,34
58019B,Omnivore,64
580207E,Omnivore,70
580209E,Vegetarian,33
580211C,Vegetarian,76
58021C,Vegetarian,74
580243C,Vegetarian,74
580265B,Vegetarian,36
580270E,Vegetarian,27
580271B,Vegetarian,73
58027B,Omnivore,66
580292A,Vegetarian,29
580295B,Vegetarian,59
5802E,Vegetarian,40
580332D,Vegetarian,73
580341E,Vegetarian,39
580375B,Vegetarian,75
58038E,Vegetarian,25
580391A,Omnivore,78
580415B,Vegetarian,60
580428C,Vegetarian,26
580430A,Vegetarian,56
580446A,Vegan,63
580459C,Omnivore,45
580466C,Omnivore,53
580492B,Omnivore,67
580498E,Omnivore,68
580506C,Vegetarian,29
580527D,Omnivore,47
580535A,Vegan,28
580549C,Vegetarian,55
58054C,Vegetarian,57
580576B,Vegetarian,31
580592E,Vegan,22
580608D,Vegetarian,35
580610D,Vegetarian,28
580625A,Vegetarian,23
580647A,Vegetarian,26
580650B,Vegan,38
580663B,Vegetarian,24
58066D,Vegetarian,24
580680D,Vegetarian,75
580681B,Vegan,55
580708C,Vegetarian,47
580717D,Vegan,50
580721D,Omnivore,79
580725D,Vegan,68
580742A,Vegetarian,24
580747C,Vegetarian,72
580753A,Omnivore,50
58075B,Vegetarian,30
580775B,Omnivore,74
58077E,Vegetarian,60
580790C,Vegan,21
58080B,Omnivore,21
580824A,Vegan,45
580845A,Vegetarian,23
58084C,Vegan,22
580861B,Omnivore,67
580869E,Vegetarian,73
580870B,Vegetarian,20
58087E,Vegetarian,47
580886B,Vegan,32
580891B,Vegetarian,70
580895A,Vegan,68
580903D,Vegan,68
580905E,Vegetarian,55
580922A,Omnivore,48
58092B,Vegetarian,65
580940B,Omnivore,23
580944A,Vegan,78
580948C,Vegan,18
580971C,Vegetarian,19
580981D,Omnivore,32
